"","Gene","Module"
"22471","C5AR2","black"
"22472","DHX34","brown"
"22473","MEIS3","brown"
"22474","SLC8A2","turquoise"
"22475","KPTN","brown"
"22476","NAPA-AS1","blue"
"22477","NAPA","brown"
"22478","ZNF541","turquoise"
"22479","BICRA","brown"
"22480","EHD2","purple"
"22481","NOP53","blue"
"22482","SNORD23","blue"
"22483","NOP53-AS1","turquoise"
"22484","SELENOW","blue"
"22485","TPRX1","turquoise"
"22486","CRX","turquoise"
"22487","SULT2A1","turquoise"
"22488","BSPH1","turquoise"
"22489","ELSPBP1","turquoise"
"22490","CABP5","turquoise"
"22491","PLA2G4C","turquoise"
"22492","PLA2G4C-AS1","turquoise"
"22493","LIG1","red"
"22494","ZSWIM9","blue"
"22495","CARD8","blue"
"22496","CARD8-AS1","yellow"
"22497","ZNF114","turquoise"
"22498","ODAD1","turquoise"
"22499","EMP3","blue"
"22500","TMEM143","blue"
"22501","SYNGR4","turquoise"
"22502","KDELR1","green"
"22503","107984140","turquoise"
"22504","GRIN2D","brown"
"22505","GRWD1","blue"
"22506","KCNJ14","brown"
"22507","CYTH2","brown"
"22508","LMTK3","brown"
"22509","SULT2B1","turquoise"
"22510","FAM83E","black"
"22511","SPACA4","brown"
"22512","RPL18","green"
"22513","SPHK2","brown"
"22514","DBP","blue"
"22515","CA11","blue"
"22516","SEC1P","turquoise"
"22517","NTN5","turquoise"
"22518","LOC105372431","turquoise"
"22519","FUT2","brown"
"22520","LOC105447645","brown"
"22521","MAMSTR","turquoise"
"22522","RASIP1","yellow"
"22523","IZUMO1","turquoise"
"22524","FUT1","blue"
"22525","FGF21","turquoise"
"22526","BCAT2","brown"
"22527","LOC105372432","brown"
"22528","HSD17B14","turquoise"
"22529","PLEKHA4","blue"
"22530","PPP1R15A","blue"
"22531","TULP2","turquoise"
"22532","NUCB1","blue"
"22533","NUCB1-AS1","blue"
"22534","DHDH","turquoise"
"22535","BAX","blue"
"22536","FTL","green"
"22537","GYS1","blue"
"22538","RUVBL2","blue"
"22539","LHB","brown"
"22540","SAXO3","pink"
"22541","CGB3","pink"
"22542","CGB2","pink"
"22543","CGB1","pink"
"22544","CGB5","pink"
"22545","CGB8","pink"
"22546","CGB7","pink"
"22547","NTF4","blue"
"22548","KCNA7","turquoise"
"22549","SNRNP70","brown"
"22550","LIN7B","brown"
"22551","C19orf73","pink"
"22552","PPFIA3","brown"
"22553","HRC","yellow"
"22554","TRPM4","black"
"22555","SLC6A16","blue"
"22556","CD37","magenta"
"22557","TEAD2","blue"
"22558","DKKL1","turquoise"
"22559","LOC101928295","turquoise"
"22560","KASH5","turquoise"
"22561","GFY","turquoise"
"22562","SLC17A7","yellow"
"22563","PIH1D1","brown"
"22564","ALDH16A1","brown"
"22565","FLT3LG","turquoise"
"22566","RPL13A","green"
"22567","SNORD32A","blue"
"22568","SNORD33","blue"
"22569","SNORD34","blue"
"22570","SNORD35A","blue"
"22571","RPS11","green"
"22572","SNORD35B","blue"
"22573","MIR150","turquoise"
"22574","FCGRT","blue"
"22575","RCN3","brown"
"22576","NOSIP","brown"
"22577","PRRG2","black"
"22578","PRR12","brown"
"22579","RRAS","blue"
"22580","SCAF1","brown"
"22581","IRF3","brown"
"22582","BCL2L12","brown"
"22583","PRMT1","blue"
"22584","MIR5088","turquoise"
"22585","ADM5","brown"
"22586","CPT1C","turquoise"
"22587","TSKS","turquoise"
"22588","LOC105372434","turquoise"
"22589","AP2A1","blue"
"22590","FUZ","brown"
"22591","LOC105372435","brown"
"22592","MED25","brown"
"22593","MIR6800","brown"
"22594","PTOV1-AS1","blue"
"22595","PTOV1","brown"
"22596","MIR4749","pink"
"22597","PTOV1-AS2","brown"
"22598","PNKP","brown"
"22599","AKT1S1","blue"
"22600","TBC1D17","brown"
"22601","MIR4750","brown"
"22602","IL4I1","grey"
"22603","NUP62","brown"
"22604","ATF5","brown"
"22605","MIR4751","grey"
"22606","SIGLEC11","turquoise"
"22607","SIGLEC16","turquoise"
"22608","VRK3","grey"
"22609","ZNF473","turquoise"
"22610","ZNF473CR","turquoise"
"22611","IZUMO2","turquoise"
"22612","MYH14","blue"
"22613","KCNC3","brown"
"22614","LOC105372437","blue"
"22615","NAPSB","magenta"
"22616","NAPSA","turquoise"
"22617","NR1H2","blue"
"22618","POLD1","brown"
"22619","SPIB","magenta"
"22620","MYBPC2","turquoise"
"22621","GARIN5A","turquoise"
"22622","EMC10","blue"
"22623","JOSD2","blue"
"22624","ASPDH","brown"
"22625","LRRC4B","yellow"
"22626","SYT3","turquoise"
"22627","C19orf81","turquoise"
"22628","SHANK1","turquoise"
"22629","CLEC11A","turquoise"
"22630","GPR32","turquoise"
"22631","ACP4","turquoise"
"22632","C19orf48P","red"
"22633","SNORD88B","brown"
"22634","SNORD88A","blue"
"22635","SNORD88C","blue"
"22636","TMEM277P","turquoise"
"22637","KLK1","turquoise"
"22638","KLK15","turquoise"
"22639","KLK3","turquoise"
"22640","KLK2","turquoise"
"22641","KLK4","turquoise"
"22642","KLK5","midnightblue"
"22643","KLK6","midnightblue"
"22644","LOC105372442","turquoise"
"22645","KLK7","midnightblue"
"22646","KLK8","turquoise"
"22647","KLK9","turquoise"
"22648","KLK10","turquoise"
"22649","KLK11","turquoise"
"22650","KLK12","turquoise"
"22651","KLK13","turquoise"
"22652","KLK14","turquoise"
"22653","CTU1","grey"
"22654","SIGLEC9","turquoise"
"22655","SIGLEC7","turquoise"
"22656","SIGLEC17P","turquoise"
"22657","CD33","turquoise"
"22658","SIGLECL1","turquoise"
"22659","IGLON5","turquoise"
"22660","VSIG10L","blue"
"22661","ETFB","yellow"
"22662","CLDND2","pink"
"22663","NKG7","magenta"
"22664","LIM2","turquoise"
"22665","LIM2-AS1","turquoise"
"22666","C19orf84","pink"
"22667","SIGLEC10","grey"
"22668","SIGLEC10-AS1","grey"
"22669","SIGLEC8","turquoise"
"22670","CEACAM18","turquoise"
"22671","SIGLEC12","turquoise"
"22672","SIGLEC6","yellow"
"22673","ZNF175","brown"
"22674","LINC01530","turquoise"
"22675","SIGLEC5","turquoise"
"22676","SIGLEC14","magenta"
"22677","SPACA6-AS1","turquoise"
"22678","SPACA6","brown"
"22679","HAS1","yellow"
"22680","FPR1","yellow"
"22681","FPR2","turquoise"
"22682","FPR3","grey"
"22683","ZNF577","blue"
"22684","ZNF649","grey"
"22685","ZNF613","grey"
"22686","ZNF350","blue"
"22687","ZNF615","green"
"22688","ZNF614","brown"
"22689","ZNF432","blue"
"22690","ZNF841","blue"
"22691","ZNF616","blue"
"22692","ZNF836","brown"
"22693","PPP2R1A","blue"
"22694","LOC105372449","blue"
"22695","ZNF766","yellow"
"22696","MIR643","blue"
"22697","ZNF480","blue"
"22698","ZNF610","lightyellow"
"22699","ZNF880","lightyellow"
"22700","ZNF528-AS1","grey"
"22701","ZNF528","blue"
"22702","ZNF534","green"
"22703","ZNF578","turquoise"
"22704","ZNF808","blue"
"22705","ZNF701","blue"
"22706","ZNF137P","blue"
"22707","ZNF83","blue"
"22708","ZNF611","blue"
"22709","ZNF600","blue"
"22710","ZNF28","brown"
"22711","ZNF468","brown"
"22712","ZNF320","blue"
"22713","ZNF888","blue"
"22714","ZNF816-ZNF321P","blue"
"22715","ZNF321P","blue"
"22716","ZNF816","blue"
"22717","ZNF702P","blue"
"22718","ERVV-1","blue"
"22719","ERVV-2","blue"
"22720","ZNF160","grey"
"22721","ZNF415","turquoise"
"22722","ZNF347","blue"
"22723","ZNF665","turquoise"
"22724","ZNF818P","cyan"
"22725","ZNF677","brown"
"22726","VN1R2","turquoise"
"22727","VN1R4","turquoise"
"22728","FAM90A27P","turquoise"
"22729","BIRC8","turquoise"
"22730","ZNF845","brown"
"22731","LOC107987264","brown"
"22732","ZNF525","blue"
"22733","ZNF765","blue"
"22734","ZNF765-ZNF761","blue"
"22735","TPM3P9","blue"
"22736","ZNF761","blue"
"22737","ZNF813","blue"
"22738","ZNF331","blue"
"22739","LOC284379","turquoise"
"22740","DPRX","turquoise"
"22741","MIR512-1","turquoise"
"22742","MIR512-2","turquoise"
"22743","MIR1323","turquoise"
"22744","MIR498","turquoise"
"22745","MIR1283-1","green"
"22746","MIR520A","turquoise"
"22747","MIR526B","turquoise"
"22748","MIR523","salmon"
"22749","MIR518B","green"
"22750","MIR520C","salmon"
"22751","MIR518C","turquoise"
"22752","MIR518E","turquoise"
"22753","MIR518A1","salmon"
"22754","MIR518D","turquoise"
"22755","MIR516B1","salmon"
"22756","MIR371A","turquoise"
"22757","MIR371B","turquoise"
"22758","MIR373","turquoise"
"22759","NLRP12","turquoise"
"22760","MYADM-AS1","turquoise"
"22761","MYADM","blue"
"22762","PRKCG","turquoise"
"22763","CACNG7","turquoise"
"22764","CACNG8","turquoise"
"22765","CACNG6","turquoise"
"22766","VSTM1","turquoise"
"22767","TARM1","turquoise"
"22768","OSCAR","turquoise"
"22769","NDUFA3","brown"
"22770","TFPT","brown"
"22771","PRPF31","brown"
"22772","CNOT3","brown"
"22773","LOC102724273","brown"
"22774","LENG1","brown"
"22775","TMC4","brown"
"22776","112268246","yellow"
"22777","MBOAT7","brown"
"22778","TSEN34","blue"
"22779","RPS9","green"
"22780","LILRB3","grey"
"22781","LILRA6","grey"
"22782","LILRB5","yellow"
"22783","LILRB2","grey"
"22784","LILRA5","turquoise"
"22785","LILRA4","magenta"
"22786","LAIR1","grey"
"22787","TTYH1","turquoise"
"22788","LENG8-AS1","blue"
"22789","LENG8","green"
"22790","LENG9","brown"
"22791","CDC42EP5","turquoise"
"22792","LAIR2","turquoise"
"22793","KIR3DX1","turquoise"
"22794","LILRA2","turquoise"
"22795","LILRA1","turquoise"
"22796","LILRB1","magenta"
"22797","LILRB4","magenta"
"22798","LILRP2","turquoise"
"22799","KIR3DL3","turquoise"
"22800","KIR2DL3","turquoise"
"22801","KIR2DL1","turquoise"
"22802","LOC101928804","turquoise"
"22803","KIR2DL4","turquoise"
"22804","KIR3DL1","turquoise"
"22805","KIR2DS4","turquoise"
"22806","KIR3DL2","turquoise"
"22807","FCAR","turquoise"
"22808","NCR1","turquoise"
"22809","NLRP7","turquoise"
"22810","NLRP2","blue"
"22811","GP6-AS1","blue"
"22812","GP6","turquoise"
"22813","RDH13","brown"
"22814","EPS8L1","brown"
"22815","PPP1R12C","brown"
"22816","TNNT1","turquoise"
"22817","TNNI3","turquoise"
"22818","DNAAF3","brown"
"22819","DNAAF3-AS1","brown"
"22820","SYT5","turquoise"
"22821","PTPRH","turquoise"
"22822","TMEM86B","brown"
"22823","PPP6R1","brown"
"22824","MIR6802","brown"
"22825","HSPBP1","grey"
"22826","BRSK1","brown"
"22827","TMEM150B","turquoise"
"22828","KMT5C","brown"
"22829","COX6B2","turquoise"
"22830","GARIN5B","turquoise"
"22831","IL11","pink"
"22832","TMEM190","brown"
"22833","TMEM238","blue"
"22834","RPL28","green"
"22835","UBE2S","grey"
"22836","LOC105372462","turquoise"
"22837","SHISA7","turquoise"
"22838","ISOC2","grey"
"22839","ZNF628","blue"
"22840","NAT14","brown"
"22841","SSC5D","purple"
"22842","SBK2","turquoise"
"22843","SBK3","turquoise"
"22844","ZNF579","blue"
"22845","FIZ1","blue"
"22846","ZNF524","blue"
"22847","107985322","grey"
"22848","ZNF865","brown"
"22849","ZNF784","brown"
"22850","LOC107983998","grey"
"22851","ZNF581","brown"
"22852","ZNF580","brown"
"22853","CCDC106","brown"
"22854","U2AF2","brown"
"22855","EPN1","blue"
"22856","NLRP9","turquoise"
"22857","RFPL4A","turquoise"
"22858","RFPL4AL1","turquoise"
"22859","NLRP11","turquoise"
"22860","NLRP4","turquoise"
"22861","NLRP13","turquoise"
"22862","NLRP8","turquoise"
"22863","NLRP5","turquoise"
"22864","ZNF787","blue"
"22865","ZNF444","brown"
"22866","GALP","turquoise"
"22867","ZSCAN5B","turquoise"
"22868","ZSCAN5C","turquoise"
"22869","ZSCAN5A","turquoise"
"22870","EDDM13","blue"
"22871","105372470","blue"
"22872","ZNF542P","yellow"
"22873","ZNF582","turquoise"
"22874","ZNF582-DT","turquoise"
"22875","ZNF583","green"
"22876","ZNF667","salmon"
"22877","ZNF667-AS1","yellow"
"22878","LOC105372471","cyan"
"22879","ZNF471","green"
"22880","ZFP28","turquoise"
"22881","ZNF470-DT","cyan"
"22882","ZNF470","turquoise"
"22883","ZNF71","grey"
"22884","ZNF71-SMIM17","blue"
"22885","SMIM17","blue"
"22886","ZNF835","yellow"
"22887","ZIM2","turquoise"
"22888","PEG3","grey"
"22889","PEG3-AS1","grey"
"22890","USP29","turquoise"
"22891","ZIM3","turquoise"
"22892","DUXA","turquoise"
"22893","ZNF264","grey"
"22894","AURKC","turquoise"
"22895","ZNF805","blue"
"22896","ZNF460-AS1","green"
"22897","ZNF460","turquoise"
"22898","ZNF543","grey"
"22899","ZNF304","yellow"
"22900","ZNF547","blue"
"22901","TRAPPC2B","brown"
"22902","ZNF548","grey"
"22903","ZNF17","blue"
"22904","ZNF749","blue"
"22905","VN1R1","blue"
"22906","ZNF772","grey"
"22907","ZNF419","purple"
"22908","ZNF773","grey"
"22909","ZNF549","grey"
"22910","ZNF550","grey"
"22911","ZNF416","grey"
"22912","ZIK1","turquoise"
"22913","ZNF530","blue"
"22914","ZNF134","grey"
"22915","ZNF211","grey"
"22916","ZSCAN4","turquoise"
"22917","ZNF551","blue"
"22918","ZNF154","blue"
"22919","ZNF671","blue"
"22920","ZNF776","grey"
"22921","ZNF586","brown"
"22922","ZNF552","brown"
"22923","FKBP1AP1","blue"
"22924","ZNF587B","brown"
"22925","ZNF587","brown"
"22926","UBE2CP5","blue"
"22927","ZNF814","blue"
"22928","ZNF417","brown"
"22929","ZNF418","blue"
"22930","ZNF256","blue"
"22931","C19orf18","blue"
"22932","ZNF606","blue"
"22933","ZNF606-AS1","brown"
"22934","ZSCAN1","turquoise"
"22935","ZNF135","brown"
"22936","ZSCAN18","turquoise"
"22937","ZNF329","turquoise"
"22938","ZNF274","grey"
"22939","LOC105372479","turquoise"
"22940","ZNF544","blue"
"22941","ZNF8-DT","brown"
"22942","ZNF8","grey"
"22943","ZNF8-ERVK3-1","grey"
"22944","ERVK3-1","turquoise"
"22945","LOC105372480","turquoise"
"22946","ZSCAN22","turquoise"
"22947","A1BG","brown"
"22948","A1BG-AS1","brown"
"22949","ZNF497","brown"
"22950","ZNF497-AS1","black"
"22951","ZNF837","pink"
"22952","LOC105372484","turquoise"
"22953","RPS5","green"
"22954","MIR10394","green"
"22955","RNF225","turquoise"
"22956","LINC02560","turquoise"
"22957","ZNF584","turquoise"
"22958","ZNF132","turquoise"
"22959","ZNF324B","brown"
"22960","ZNF324","brown"
"22961","ZNF446","brown"
"22962","LOC112268251","brown"
"22963","SLC27A5","turquoise"
"22964","LOC105372485","grey"
"22965","ZBTB45","blue"
"22966","105372486","brown"
"22967","TRIM28","green"
"22968","MIR6807","brown"
"22969","CHMP2A","brown"
"22970","UBE2M","blue"
"22971","MZF1-AS1","brown"
"22972","MZF1","brown"
"22973","CENPBD2P","turquoise"
"22974","LOC107987272","blue"
"22975","DEFB125","turquoise"
"22976","DEFB126","turquoise"
"22977","DEFB127","turquoise"
"22978","DEFB128","turquoise"
"22979","DEFB129","turquoise"
"22980","DEFB132","yellow"
"22981","C20orf96","brown"
"22982","ZCCHC3","grey"
"22983","NRSN2-AS1","turquoise"
"22984","SOX12","brown"
"22985","LOC101929937","brown"
"22986","NRSN2","blue"
"22987","TRIB3","yellow"
"22988","RBCK1","brown"
"22989","TBC1D20","turquoise"
"22990","CSNK2A1","turquoise"
"22991","TCF15","yellow"
"22992","SRXN1","grey"
"22993","SCRT2","pink"
"22994","SLC52A3","black"
"22995","FAM110A","yellow"
"22996","ANGPT4","yellow"
"22997","RSPO4","turquoise"
"22998","PSMF1","green"
"22999","TMEM74B","grey"
"23000","C20orf202","turquoise"
"23001","RAD21L1","salmon"
"23002","SNPH","yellow"
"23003","FKBP1A-SDCBP2","grey"
"23004","SDCBP2","grey"
"23005","SDCBP2-AS1","turquoise"
"23006","FKBP1A","green"
"23007","NSFL1C","pink"
"23008","SIRPB2","turquoise"
"23009","SIRPD","turquoise"
"23010","SIRPB1","red"
"23011","SIRPG","magenta"
"23012","107984104","grey"
"23013","107984088","grey"
"23014","LOC102724545","grey"
"23015","SIRPA","turquoise"
"23016","PDYN","turquoise"
"23017","STK35","turquoise"
"23018","TGM3","turquoise"
"23019","TGM6","turquoise"
"23020","SNRPB","red"
"23021","ZNF343","turquoise"
"23022","TMC2","turquoise"
"23023","NOP56","yellow"
"23024","SNORD110","blue"
"23025","SNORA51","blue"
"23026","SNORD86","yellow"
"23027","SNORD56","blue"
"23028","SNORD57","blue"
"23029","IDH3B","grey"
"23030","LOC105372507","turquoise"
"23031","EBF4","black"
"23032","105372506","black"
"23033","CPXM1","purple"
"23034","C20orf141","turquoise"
"23035","TMEM239","turquoise"
"23036","PCED1A","brown"
"23037","VPS16","brown"
"23038","PTPRA","blue"
"23039","GNRH2","brown"
"23040","MRPS26","red"
"23041","OXT","pink"
"23042","AVP","turquoise"
"23043","UBOX5-AS1","grey"
"23044","UBOX5","blue"
"23045","FASTKD5","brown"
"23046","LZTS3","blue"
"23047","LOC107985414","blue"
"23048","DDRGK1","brown"
"23049","ITPA","red"
"23050","SLC4A11","blue"
"23051","DNAAF9","blue"
"23052","ATRN","brown"
"23053","GFRA4","pink"
"23054","ADAM33","yellow"
"23055","SIGLEC1","turquoise"
"23056","HSPA12B","yellow"
"23057","ADISSP","blue"
"23058","SPEF1","brown"
"23059","CENPB","blue"
"23060","CDC25B","turquoise"
"23061","AP5S1","pink"
"23062","MAVS","brown"
"23063","PANK2-AS1","pink"
"23064","PANK2","blue"
"23065","RNF24","blue"
"23066","SMOX","greenyellow"
"23067","ADRA1D","yellow"
"23068","PRNP","blue"
"23069","PRND","yellow"
"23070","PRNT","turquoise"
"23071","RASSF2","grey"
"23072","SLC23A2","brown"
"23073","TMEM230","blue"
"23074","PCNA","yellow"
"23075","PCNA-AS1","grey"
"23076","CDS2","blue"
"23077","PROKR2","turquoise"
"23078","LOC643406","turquoise"
"23079","LINC00654","red"
"23080","GPCPD1","blue"
"23081","SHLD1","blue"
"23082","CHGB","turquoise"
"23083","TRMT6","blue"
"23084","MCM8","blue"
"23085","CRLS1","brown"
"23086","LRRN4","green"
"23087","FERMT1","greenyellow"
"23088","BMP2","yellow"
"23089","HAO1","turquoise"
"23090","TMX4","brown"
"23091","PLCB1","blue"
"23092","LOC105372521","blue"
"23093","PLCB4","blue"
"23094","LAMP5","turquoise"
"23095","PAK5","yellow"
"23096","ANKEF1","grey"
"23097","SNAP25","salmon"
"23098","MKKS","brown"
"23099","SLX4IP","blue"
"23100","JAG1","red"
"23101","LINC02871","salmon"
"23102","BTBD3","grey"
"23103","SPTLC3","turquoise"
"23104","TASP1","blue"
"23105","ISM1","yellow"
"23106","105372539","grey"
"23107","ESF1","blue"
"23108","NDUFAF5","blue"
"23109","SEL1L2","turquoise"
"23110","MACROD2","turquoise"
"23111","FLRT3","red"
"23112","107985394","turquoise"
"23113","LOC613266","magenta"
"23114","KIF16B","blue"
"23115","SNRPB2","blue"
"23116","OTOR","turquoise"
"23117","PCSK2","turquoise"
"23118","BFSP1","turquoise"
"23119","DSTN","green"
"23120","RRBP1","green"
"23121","BANF2","turquoise"
"23122","SNX5","turquoise"
"23123","SNORD17","turquoise"
"23124","MGME1","yellow"
"23125","OVOL2","brown"
"23126","PET117","grey"
"23127","KAT14","brown"
"23128","ZNF133","blue"
"23129","ZNF133-AS1","blue"
"23130","LINC00851","turquoise"
"23131","DZANK1","turquoise"
"23132","POLR3F","brown"
"23133","RBBP9","blue"
"23134","SEC23B","blue"
"23135","SMIM26","grey"
"23136","DTD1","blue"
"23137","LCDR","blue"
"23138","SCP2D1-AS1","turquoise"
"23139","SCP2D1","turquoise"
"23140","LOC101929547","turquoise"
"23141","SLC24A3","blue"
"23142","SLC24A3-AS1","blue"
"23143","107987276","turquoise"
"23144","RIN2","blue"
"23145","NAA20","grey"
"23146","105372553","blue"
"23147","CRNKL1","blue"
"23148","CFAP61","turquoise"
"23149","INSM1","grey"
"23150","RALGAPA2","turquoise"
"23151","KIZ","grey"
"23152","XRN2","turquoise"
"23153","NKX2-4","pink"
"23154","NKX2-2","pink"
"23155","PAX1","turquoise"
"23156","FOXA2","grey"
"23157","SSTR4","pink"
"23158","THBD","yellow"
"23159","CD93","purple"
"23160","NXT1","grey"
"23161","GZF1","grey"
"23162","NAPB","blue"
"23163","CSTL1","turquoise"
"23164","CST11","turquoise"
"23165","CST8","turquoise"
"23166","CST9L","turquoise"
"23167","CST9","turquoise"
"23168","CST3","blue"
"23169","CST4","turquoise"
"23170","CST1","turquoise"
"23171","CST2","turquoise"
"23172","CST5","turquoise"
"23173","GGTLC1","turquoise"
"23174","SYNDIG1","turquoise"
"23175","LINC02967","black"
"23176","CST7","magenta"
"23177","APMAP","blue"
"23178","ACSS1","turquoise"
"23179","VSX1","turquoise"
"23180","LOC101926889","turquoise"
"23181","ENTPD6","brown"
"23182","LOC105372579","turquoise"
"23183","PYGB","blue"
"23184","ABHD12","yellow"
"23185","GINS1","blue"
"23186","NINL","blue"
"23187","NANP","grey"
"23188","ZNF337-AS1","blue"
"23189","ZNF337","blue"
"23190","LOC107985400","grey"
"23191","LOC105372582","turquoise"
"23192","FAM182B","turquoise"
"23193","LOC101926935","turquoise"
"23194","LOC100134868","turquoise"
"23195","FAM182A","turquoise"
"23196","NCOR1P1","green"
"23197","MIR663A","blue"
"23198","FRG1CP","blue"
"23199","FRG1DP","blue"
"23200","FRG2EP","turquoise"
"23201","LOC105379477","turquoise"
"23202","FRG1EP","blue"
"23203","FRG1BP","blue"
"23204","LOC105379481","blue"
"23205","ANKRD20A21P","turquoise"
"23206","DEFB115","turquoise"
"23207","DEFB116","turquoise"
"23208","DEFB118","turquoise"
"23209","DEFB119","turquoise"
"23210","DEFB121","turquoise"
"23211","DEFB123","turquoise"
"23212","DEFB124","turquoise"
"23213","REM1","yellow"
"23214","HM13","green"
"23215","HM13-AS1","blue"
"23216","LOC107985416","brown"
"23217","ID1","red"
"23218","COX4I2","yellow"
"23219","BCL2L1","blue"
"23220","BCL2L1-AS1","blue"
"23221","ABALON","blue"
"23222","TPX2","blue"
"23223","MYLK2","brown"
"23224","FOXS1","yellow"
"23225","DUSP15","turquoise"
"23226","TTLL9","turquoise"
"23227","PDRG1","grey"
"23228","XKR7","turquoise"
"23229","CCM2L","yellow"
"23230","HCK","grey"
"23231","TM9SF4","brown"
"23232","107985403","brown"
"23233","TSPY26P","blue"
"23234","PLAGL2","turquoise"
"23235","POFUT1","blue"
"23236","MIR1825","turquoise"
"23237","KIF3B","grey"
"23238","ASXL1","turquoise"
"23239","NOL4L","turquoise"
"23240","LOC101929698","brown"
"23241","NOL4L-DT","turquoise"
"23242","C20orf203","turquoise"
"23243","COMMD7","grey"
"23244","DNMT3B","blue"
