"","Gene","Module"
"1001","ANKRD13C","brown"
"1002","ANKRD13C-DT","grey"
"1003","CTH","turquoise"
"1004","PTGER3","blue"
"1005","ZRANB2-AS1","grey"
"1006","ZRANB2","blue"
"1007","MIR186","grey"
"1008","NEGR1","yellow"
"1009","LOC105378796","turquoise"
"1010","LRRIQ3","turquoise"
"1011","FPGT-TNNI3K","turquoise"
"1012","FPGT","brown"
"1013","TNNI3K","turquoise"
"1014","LRRC53","turquoise"
"1015","ERICH3","turquoise"
"1016","ERICH3-AS1","turquoise"
"1017","CRYZ","turquoise"
"1018","TYW3","turquoise"
"1019","LHX8","blue"
"1020","SLC44A5","blue"
"1021","ACADM","blue"
"1022","DLSTP1","blue"
"1023","RABGGTB","yellow"
"1024","SNORD45C","blue"
"1025","SNORD45B","turquoise"
"1026","MSH4","blue"
"1027","ASB17","salmon"
"1028","ST6GALNAC3","yellow"
"1029","ST6GALNAC5","midnightblue"
"1030","PIGK","brown"
"1031","LOC105378808","grey"
"1032","AK5","yellow"
"1033","ZZZ3","turquoise"
"1034","USP33","grey"
"1035","MIGA1","turquoise"
"1036","NEXN-AS1","turquoise"
"1037","NEXN","yellow"
"1038","FUBP1","green"
"1039","DNAJB4","yellow"
"1040","GIPC2","red"
"1041","PTGFR","yellow"
"1042","IFI44L","grey60"
"1043","IFI44","grey60"
"1044","ADGRL4","red"
"1045","ADGRL2","red"
"1046","LINC01725","blue"
"1047","TTLL7","blue"
"1048","PRKACB","brown"
"1049","SAMD13","turquoise"
"1050","DNASE2B","turquoise"
"1051","RPF1","grey"
"1052","GNG5","green"
"1053","SPATA1","blue"
"1054","CTBS","brown"
"1055","LINC01555","turquoise"
"1056","SSX2IP","blue"
"1057","LPAR3","turquoise"
"1058","MCOLN2","blue"
"1059","MCOLN3","blue"
"1060","DNAI3","turquoise"
"1061","SYDE2","grey"
"1062","C1orf52","blue"
"1063","BCL10","brown"
"1064","BCL10-AS1","grey"
"1065","DDAH1","brown"
"1066","107985054","cyan"
"1067","CCN1","purple"
"1068","LOC107985057","cyan"
"1069","ZNHIT6","turquoise"
"1070","COL24A1","blue"
"1071","ODF2L","blue"
"1072","CLCA2","blue"
"1073","CLCA1","turquoise"
"1074","CLCA4","turquoise"
"1075","CLCA4-AS1","yellow"
"1076","CLCA3P","green"
"1077","SH3GLB1","blue"
"1078","SELENOF","blue"
"1079","HS2ST1","brown"
"1080","LINC01140","red"
"1081","LMO4","black"
"1082","PKN2","blue"
"1083","GTF2B","brown"
"1084","KYAT3","brown"
"1085","RBMXL1","brown"
"1086","GBP3","yellow"
"1087","LOC105378841","grey"
"1088","GBP1","grey60"
"1089","GBP2","purple"
"1090","LOC112268267","purple"
"1091","LOC105378842","blue"
"1092","GBP7","turquoise"
"1093","GBP4","grey60"
"1094","GBP5","magenta"
"1095","GBP6","turquoise"
"1096","GBP1P1","grey60"
"1097","LRRC8B","black"
"1098","LRRC8C","red"
"1099","101927952","turquoise"
"1100","LRRC8D","yellow"
"1101","GEMIN8P4","turquoise"
"1102","ZNF326","blue"
"1103","BARHL2","turquoise"
"1104","LINC02609","grey"
"1105","ZNF644","blue"
"1106","HFM1","salmon"
"1107","CDC7","blue"
"1108","TGFBR3","yellow"
"1109","BRDT","turquoise"
"1110","EPHX4","turquoise"
"1111","SETSIP","turquoise"
"1112","BTBD8","blue"
"1113","23285","blue"
"1114","C1orf146","green"
"1115","GLMN","blue"
"1116","RPAP2","blue"
"1117","GFI1","magenta"
"1118","EVI5","blue"
"1119","RPL5","green"
"1120","DIPK1A","brown"
"1121","SNORD21","blue"
"1122","SNORA66","blue"
"1123","MTF2","blue"
"1124","TMED5","blue"
"1125","CCDC18","blue"
"1126","CCDC18-AS1","blue"
"1127","DR1","blue"
"1128","FNBP1L","grey"
"1129","BCAR3","yellow"
"1130","BCAR3-AS1","purple"
"1131","DNTTIP2","grey"
"1132","GCLM","turquoise"
"1133","ABCA4","turquoise"
"1134","ARHGAP29","grey"
"1135","ABCD3","grey"
"1136","F3","yellow"
"1137","SLC44A3-AS1","grey"
"1138","SLC44A3","grey"
"1139","CNN3","purple"
"1140","105378862","turquoise"
"1141","CNN3-DT","turquoise"
"1142","ALG14","turquoise"
"1143","TLCD4","brown"
"1144","TLCD4-RWDD3","brown"
"1145","RWDD3-DT","turquoise"
"1146","RWDD3","blue"
"1147","PTBP2","blue"
"1148","DPYD","red"
"1149","DPYD-AS1","red"
"1150","LOC105378867","cyan"
"1151","SNX7","blue"
"1152","PLPPR5","salmon"
"1153","PLPPR4","yellow"
"1154","PALMD","red"
"1155","FRRS1","turquoise"
"1156","AGL","grey"
"1157","SLC35A3","grey"
"1158","MFSD14A","brown"
"1159","SASS6","blue"
"1160","TRMT13","blue"
"1161","LRRC39","blue"
"1162","DBT","turquoise"
"1163","RTCA","grey"
"1164","MIR553","blue"
"1165","CDC14A","blue"
"1166","GPR88","turquoise"
"1167","VCAM1","brown"
"1168","EXTL2","turquoise"
"1169","SLC30A7","turquoise"
"1170","DPH5","blue"
"1171","DPH5-DT","blue"
"1172","S1PR1","yellow"
"1173","OLFM3","green"
"1174","COL11A1","grey"
"1175","RNPC3","blue"
"1176","AMY2B","blue"
"1177","ACTG1P4","grey"
"1178","AMY2A","turquoise"
"1179","AMY1A","turquoise"
"1180","AMY1B","turquoise"
"1181","AMY1C","turquoise"
"1182","THAP3P1","turquoise"
"1183","PRMT6","blue"
"1184","NTNG1","turquoise"
"1185","VAV3","greenyellow"
"1186","SLC25A24","blue"
"1187","NBPF4","turquoise"
"1188","NBPF6","turquoise"
"1189","EEIG2","blue"
"1190","HENMT1","grey"
"1191","PRPF38B","grey"
"1192","FNDC7","turquoise"
"1193","STXBP3","brown"
"1194","LOC105378891","green"
"1195","AKNAD1","turquoise"
"1196","GPSM2","grey"
"1197","CLCC1","grey"
"1198","WDR47","turquoise"
"1199","TAF13","turquoise"
"1200","TMEM167B","blue"
"1201","SCARNA2","green"
"1202","CFAP276","turquoise"
"1203","ELAPOR1","black"
"1204","SARS1","blue"
"1205","CELSR2","blue"
"1206","PSRC1","red"
"1207","MYBPHL","turquoise"
"1208","SORT1","blue"
"1209","PSMA5","yellow"
"1210","SYPL2","yellow"
"1211","ATXN7L2","brown"
"1212","CYB561D1","turquoise"
"1213","AMIGO1","yellow"
"1214","GPR61","turquoise"
"1215","GNAI3","blue"
"1216","GNAT2","blue"
"1217","AMPD2","brown"
"1218","GSTM4","black"
"1219","GSTM2","black"
"1220","GSTM1","turquoise"
"1221","GSTM5","yellow"
"1222","GSTM3","black"
"1223","EPS8L3","turquoise"
"1224","CSF1","yellow"
"1225","AHCYL1","blue"
"1226","STRIP1","blue"
"1227","ALX3","turquoise"
"1228","UBL4B","turquoise"
"1229","SLC6A17","turquoise"
"1230","KCNC4","yellow"
"1231","RBM15-AS1","blue"
"1232","RBM15","turquoise"
"1233","SLC16A4","turquoise"
"1234","LAMTOR5","grey"
"1235","LAMTOR5-AS1","pink"
"1236","PROK1","turquoise"
"1237","KCNA10","turquoise"
"1238","KCNA2","red"
"1239","KCNA3","magenta"
"1240","CD53","magenta"
"1241","LRIF1","purple"
"1242","DRAM2","turquoise"
"1243","CEPT1","blue"
"1244","DENND2D","greenyellow"
"1245","CHI3L2","midnightblue"
"1246","CHIAP2","turquoise"
"1247","CHIA","turquoise"
"1248","CIMAP3","turquoise"
"1249","OVGP1","purple"
"1250","WDR77","yellow"
"1251","ATP5PB","brown"
"1252","C1orf162","magenta"
"1253","TMIGD3","turquoise"
"1254","ADORA3","turquoise"
"1255","RAP1A","blue"
"1256","LINC01160","turquoise"
"1257","INKA2","yellow"
"1258","DDX20","blue"
"1259","KCND3","black"
"1260","LINC01750","turquoise"
"1261","LINC02884","yellow"
"1262","CTTNBP2NL","purple"
"1263","WNT2B","green"
"1264","ST7L","blue"
"1265","CAPZA1","turquoise"
"1266","MOV10","brown"
"1267","RHOC","blue"
"1268","PPM1J","brown"
"1269","TAFA3","turquoise"
"1270","SLC16A1","greenyellow"
"1271","AKR7A2P1","turquoise"
"1272","SLC16A1-AS1","blue"
"1273","LOC107985189","cyan"
"1274","LRIG2-DT","cyan"
"1275","LRIG2","blue"
"1276","MAGI3","yellow"
"1277","PHTF1","blue"
"1278","RSBN1","blue"
"1279","AP4B1-AS1","blue"
"1280","PTPN22","magenta"
"1281","BCL2L15","blue"
"1282","AP4B1","blue"
"1283","DCLRE1B","blue"
"1284","HIPK1-AS1","pink"
"1285","HIPK1","blue"
"1286","OLFML3","purple"
"1287","SYT6","turquoise"
"1288","TRIM33","blue"
"1289","BCAS2","turquoise"
"1290","DENND2C","turquoise"
"1291","AMPD1","green"
"1292","NRAS","brown"
"1293","CSDE1","green"
"1294","SIKE1","brown"
"1295","SYCP1","turquoise"
"1296","TSHB","turquoise"
"1297","TSPAN2","yellow"
"1298","NGF","turquoise"
"1299","VANGL1","brown"
"1300","CASQ2","yellow"
"1301","NHLH2","turquoise"
"1302","SLC22A15","blue"
"1303","MAB21L3","turquoise"
"1304","ATP1A1","green"
"1305","ATP1A1-AS1","green"
"1306","LOC112268235","blue"
"1307","CD58","blue"
"1308","IGSF3","red"
"1309","LINC02868","turquoise"
"1310","CD2","magenta"
"1311","PTGFRN","blue"
"1312","CD101","blue"
"1313","CD101-AS1","salmon"
"1314","TTF2","blue"
"1315","MIR942","blue"
"1316","TRIM45","brown"
"1317","VTCN1","turquoise"
"1318","MAN1A2","turquoise"
"1319","TENT5C","grey"
"1320","GDAP2","brown"
"1321","WDR3","brown"
"1322","SPAG17","turquoise"
"1323","TBX15","yellow"
"1324","WARS2","brown"
"1325","WARS2-AS1","turquoise"
"1326","LOC107985192","blue"
"1327","HAO2","turquoise"
"1328","HSD3B2","turquoise"
"1329","HSD3B1","turquoise"
"1330","HSD3BP4","grey"
"1331","LINC00622","blue"
"1332","ZNF697","turquoise"
"1333","PHGDH","black"
"1334","105378936","blue"
"1335","HMGCS2","greenyellow"
"1336","REG4","turquoise"
"1337","105378938","blue"
"1338","NBPF7P","turquoise"
"1339","ADAM30","turquoise"
"1340","NOTCH2","turquoise"
"1341","SEC22B","turquoise"
"1342","105378954","grey"
"1343","NBPF8","blue"
"1344","107985523","blue"
"1345","PFN1P2","blue"
"1346","PDE4DIPP2","blue"
"1347","LOC107985524","yellow"
"1348","NOTCH2NLR","grey"
"1349","NBPF26","blue"
"1350","PPIAL4A","grey"
"1351","LINC00623","grey"
"1352","LOC100996720","grey"
"1353","LOC105369199","blue"
"1354","H3P4","blue"
"1355","FCGR1BP","grey"
"1356","LOC100996318","grey"
"1357","H2BP1","blue"
"1358","FAM72B","blue"
"1359","SRGAP2C","grey"
"1360","LOC107985193","blue"
"1361","SRGAP2-AS1","blue"
"1362","EMBP1","brown"
"1363","LOC105371175","turquoise"
"1364","LOC107985200","grey"
"1365","LOC107985201","blue"
"1366","LOC101927452","turquoise"
"1367","H2BP2","blue"
"1368","FCGR1CP","grey"
"1369","H3-7","grey"
"1370","FAM72C","blue"
"1371","SRGAP2D","yellow"
"1372","LINC02802","blue"
"1373","LOC101060524","turquoise"
"1374","PPIAL4E","green"
"1375","NBPF15","blue"
"1376","PPIAL4F","green"
"1377","KMT2CP1","salmon"
"1378","DRD5P2","turquoise"
"1379","LSP1P5","blue"
"1380","LOC105371216","turquoise"
"1381","LOC107985528","salmon"
"1382","SRGAP2B","grey"
"1383","LOC107985595","blue"
"1384","FAM72D","blue"
"1385","LOC101929805","grey"
"1386","LINC01145","grey"
"1387","LOC100996740","grey"
"1388","PPIAL4D","turquoise"
"1389","NBPF20","blue"
"1390","105371312","blue"
"1391","NBPF25P","blue"
"1392","GPR89A","blue"
"1393","PDZK1","purple"
"1394","CD160","blue"
"1395","RNF115","grey"
"1396","POLR3C","red"
"1397","NUDT17","blue"
"1398","PIAS3","brown"
"1399","ANKRD35","turquoise"
"1400","ITGA10","turquoise"
"1401","PEX11B","grey"
"1402","GNRHR2","blue"
"1403","RBM8A","blue"
"1404","LIX1L-AS1","blue"
"1405","LIX1L","yellow"
"1406","POLR3GL","blue"
"1407","ANKRD34A","pink"
"1408","TXNIP","blue"
"1409","HJV","turquoise"
"1410","NBPF10","blue"
"1411","NOTCH2NLA","turquoise"
"1412","LOC105371254","turquoise"
"1413","NUDT4P2","grey"
"1414","SEC22B4P","blue"
"1415","PPIAL4H","blue"
"1416","LOC100996756","grey"
"1417","HYDIN2","brown"
"1418","NBPF12","blue"
"1419","LOC728989","turquoise"
"1420","NBPF13P","blue"
"1421","PRKAB2","brown"
"1422","CHD1L","blue"
"1423","PDIA3P1","turquoise"
"1424","FMO5","purple"
"1425","BCL9","brown"
"1426","ACP6","blue"
"1427","GJA5","yellow"
"1428","GJA8","turquoise"
"1429","LOC105371229","turquoise"
"1430","GPR89B","blue"
"1431","PDZK1P1","purple"
"1432","105371228","blue"
"1433","PDE4DIPP1","turquoise"
"1434","NBPF11","blue"
"1435","LOC101927468","turquoise"
"1436","LINC02806","turquoise"
"1437","PDE4DIPP6","blue"
"1438","107985525","blue"
"1439","LINC01138","blue"
"1440","LOC105371224","blue"
"1441","PPIAL4G","green"
"1442","NBPF14","blue"
"1443","NOTCH2NLB","blue"
"1444","LOC105371223","turquoise"
"1445","NUDT4B","grey"
"1446","SEC22B3P","brown"
"1447","PDE4DIP","grey"
"1448","LOC112268272","blue"
"1449","NBPF9","blue"
"1450","LOC653513","grey"
"1451","SEC22B2P","brown"
"1452","NOTCH2NLC","blue"
"1453","NBPF19","blue"
"1454","PPIAL4C","blue"
"1455","LINC00869","blue"
"1456","112268236","turquoise"
"1457","LOC644634","grey"
"1458","PDE4DIPP7","turquoise"
"1459","FCGR1A","grey"
"1460","H2BC18","turquoise"
"1461","112268237","grey"
"1462","H3C13","lightcyan"
"1463","H4C14","lightcyan"
"1464","H3C14","lightcyan"
"1465","H2AC18","lightcyan"
"1466","H2BC20P","lightcyan"
"1467","H2AC19","lightcyan"
"1468","H3C15","lightcyan"
"1469","112268238","yellow"
"1470","H4C15","lightcyan"
"1471","H2BC21","turquoise"
"1472","H2AC20","lightcyan"
"1473","H2AC21","turquoise"
"1474","BOLA1","grey"
"1475","SV2A","turquoise"
"1476","SF3B4","red"
"1477","MTMR11","turquoise"
"1478","OTUD7B","blue"
"1479","105371427","grey"
"1480","VPS45","red"
"1481","PLEKHO1","grey"
"1482","ANP32E","greenyellow"
"1483","CA14","grey"
"1484","APH1A","blue"
"1485","C1orf54","blue"
"1486","CIART","turquoise"
"1487","MRPS21","red"
"1488","PRPF3","brown"
"1489","RPRD2","red"
"1490","TARS2","red"
"1491","ECM1","blue"
"1492","ADAMTSL4-AS2","grey"
"1493","ADAMTSL4","yellow"
"1494","ADAMTSL4-AS1","grey"
"1495","MCL1","green"
"1496","LOC107985203","blue"
"1497","ENSA","brown"
"1498","LOC112268239","blue"
"1499","GOLPH3L","yellow"
"1500","HORMAD1","blue"
"1501","CTSS","magenta"
"1502","CTSK","purple"
"1503","ARNT","blue"
"1504","SETDB1","red"
"1505","CERS2","blue"
"1506","ANXA9","black"
"1507","MINDY1","blue"
"1508","PRUNE1","brown"
"1509","BNIPL","turquoise"
"1510","C1orf56","yellow"
"1511","CDC42SE1","green"
"1512","MLLT11","turquoise"
"1513","GABPB2","brown"
"1514","SEMA6C","turquoise"
"1515","LYSMD1","red"
"1516","TNFAIP8L2-SCNM1","blue"
"1517","TNFAIP8L2","magenta"
"1518","SCNM1","blue"
"1519","TMOD4","turquoise"
"1520","VPS72","blue"
"1521","PIP5K1A","yellow"
"1522","PSMD4","blue"
"1523","ZNF687-AS1","grey"
"1524","ZNF687","brown"
"1525","PI4KB","blue"
"1526","RFX5","red"
"1527","SELENBP1","blue"
"1528","PSMB4","red"
"1529","POGZ","brown"
"1530","CGN","red"
"1531","TUFT1","red"
"1532","MIR554","grey"
"1533","SNX27","grey"
"1534","CELF3","pink"
"1535","RIIAD1","turquoise"
"1536","MRPL9","turquoise"
"1537","OAZ3","turquoise"
"1538","TDRKH","red"
"1539","TDRKH-AS1","grey"
"1540","LINGO4","turquoise"
"1541","RORC","black"
"1542","C2CD4D","grey"
"1543","C2CD4D-AS1","turquoise"
"1544","THEM5","turquoise"
"1545","THEM4","grey"
"1546","S100A10","purple"
"1547","105371441","grey"
"1548","NBPF18P","turquoise"
"1549","S100A11","green"
"1550","LOC100131107","turquoise"
"1551","TCHHL1","turquoise"
"1552","TCHH","brown"
"1553","RPTN","turquoise"
"1554","HRNR","grey"
"1555","FLG","turquoise"
"1556","CCDST","grey"
"1557","FLG2","turquoise"
"1558","CRNN","turquoise"
"1559","LCE5A","turquoise"
"1560","LCE3E","turquoise"
"1561","LCE3D","turquoise"
"1562","LCE3A","turquoise"
"1563","LCE2D","turquoise"
"1564","LCE2C","turquoise"
"1565","LCE2B","turquoise"
"1566","LCE2A","turquoise"
"1567","KPLCE","turquoise"
"1568","KPRP","turquoise"
"1569","LCE1F","turquoise"
"1570","LCE1E","turquoise"
"1571","LCE1D","pink"
"1572","LCE1C","turquoise"
"1573","LCE1B","turquoise"
"1574","LCE1A","turquoise"
"1575","LCE6A","turquoise"
"1576","SMCP","turquoise"
"1577","IVL","grey"
"1578","SPRR4","turquoise"
"1579","SPRR1A","turquoise"
"1580","SPRR3","grey"
"1581","SPRR1B","turquoise"
"1582","SPRR2D","turquoise"
"1583","SPRR2A","turquoise"
"1584","SPRR2B","turquoise"
"1585","SPRR2E","turquoise"
"1586","SPRR2F","turquoise"
"1587","SPRR2C","turquoise"
"1588","SPRR2G","turquoise"
"1589","LELP1","turquoise"
"1590","PRR9","turquoise"
"1591","LORICRIN","pink"
"1592","PGLYRP3","turquoise"
"1593","PGLYRP4","turquoise"
"1594","S100A9","turquoise"
"1595","S100A12","green"
"1596","S100A8","black"
"1597","S100A7A","grey"
"1598","S100A7","blue"
"1599","S100A6","green"
"1600","S100A5","turquoise"
"1601","S100A4","grey"
"1602","LOC101928034","turquoise"
"1603","S100A3","turquoise"
"1604","S100A2","turquoise"
"1605","S100A16","green"
"1606","S100A14","red"
"1607","S100A13","brown"
"1608","S100A1","blue"
"1609","CHTOP","yellow"
"1610","SNAPIN","grey"
"1611","ILF2","blue"
"1612","NPR1","yellow"
"1613","INTS3","brown"
"1614","SLC27A3","blue"
"1615","GATAD2B","turquoise"
"1616","LOC101928059","brown"
"1617","DENND4B","brown"
"1618","CRTC2","brown"
"1619","SLC39A1","blue"
"1620","CREB3L4","brown"
"1621","JTB","red"
"1622","RAB13","brown"
"1623","RPS27","green"
"1624","NUP210L","green"
"1625","TPM3","blue"
"1626","MIR190B","turquoise"
"1627","CFAP141","turquoise"
"1628","C1orf43","blue"
"1629","UBAP2L","red"
"1630","HAX1","blue"
"1631","AQP10","turquoise"
"1632","ATP8B2","blue"
"1633","IL6R","yellow"
"1634","SHE","yellow"
"1635","TDRD10","turquoise"
"1636","UBE2Q1","yellow"
"1637","UBE2Q1-AS1","green"
"1638","CHRNB2","grey"
"1639","ADAR","green"
"1640","KCNN3","grey"
"1641","LOC105371449","turquoise"
"1642","PMVK","blue"
"1643","PBXIP1","blue"
"1644","PYGO2","brown"
"1645","PYGO2-AS1","grey"
"1646","SHC1","blue"
"1647","CKS1B","grey"
"1648","FLAD1","yellow"
"1649","LENEP","brown"
"1650","ZBTB7B","brown"
"1651","DCST2","turquoise"
"1652","DCST1","turquoise"
"1653","DCST1-AS1","brown"
"1654","ADAM15","brown"
"1655","EFNA4","red"
"1656","EFNA3","red"
"1657","EFNA1","red"
"1658","SLC50A1","red"
"1659","DPM3","grey"
"1660","KRTCAP2","red"
"1661","TRIM46","brown"
"1662","MUC1","brown"
"1663","THBS3","brown"
"1664","THBS3-AS1","brown"
"1665","MTX1","red"
"1666","GBA1LP","brown"
"1667","GBA1","red"
"1668","ENTREP3","red"
"1669","SCAMP3","blue"
"1670","CLK2","red"
"1671","HCN3","brown"
"1672","PKLR","turquoise"
"1673","FDPS","red"
"1674","RUSC1-AS1","red"
"1675","RUSC1","red"
"1676","ASH1L","turquoise"
"1677","MIR555","turquoise"
"1678","POU5F1P4","blue"
"1679","ASH1L-AS1","brown"
"1680","LOC101929703","blue"
"1681","LOC105371452","brown"
"1682","MSTO1","brown"
"1683","YY1AP1","red"
"1684","DAP3","red"
"1685","100505728","brown"
"1686","MSTO2P","brown"
"1687","GON4L","blue"
"1688","SYT11","yellow"
"1689","RIT1","blue"
"1690","KHDC4","red"
"1691","SNORA80E","blue"
"1692","SCARNA4","blue"
"1693","RXFP4","turquoise"
"1694","ARHGEF2","brown"
"1695","ARHGEF2-AS2","grey"
"1696","SSR2","green"
"1697","LOC105371729","grey"
"1698","UBQLN4","brown"
"1699","LAMTOR2","yellow"
"1700","RAB25","red"
"1701","MEX3A","blue"
"1702","LMNA","purple"
"1703","SEMA4A","red"
"1704","SLC25A44","brown"
"1705","PMF1-BGLAP","brown"
"1706","PMF1","brown"
"1707","BGLAP","brown"
"1708","PAQR6","brown"
"1709","SMG5","red"
"1710","TMEM79","brown"
"1711","GLMP","blue"
"1712","VHLL","turquoise"
"1713","CCT3","red"
"1714","TSACC","turquoise"
"1715","RHBG","turquoise"
"1716","MIR9-1HG","turquoise"
"1717","MIR9-1","pink"
"1718","MEF2D","blue"
"1719","IQGAP3","blue"
"1720","TTC24","turquoise"
"1721","NAXE","blue"
"1722","GPATCH4","yellow"
"1723","HAPLN2","turquoise"
"1724","BCAN-AS1","black"
"1725","BCAN","turquoise"
"1726","NES","blue"
"1727","CRABP2","red"
"1728","ISG20L2","brown"
"1729","METTL25B","brown"
"1730","MRPL24","yellow"
"1731","HDGF","blue"
"1732","PRCC","blue"
"1733","SH2D2A","grey"
"1734","NTRK1","turquoise"
"1735","INSRR","turquoise"
"1736","PEAR1","yellow"
"1737","LRRC71","turquoise"
"1738","ARHGEF11","red"
"1739","MIR765","grey"
"1740","ETV3L","turquoise"
"1741","ETV3","grey"
"1742","FCRL5","magenta"
"1743","FCRL4","turquoise"
"1744","FCRL3","magenta"
"1745","FCRL2","magenta"
"1746","FCRL1","magenta"
"1747","CD5L","turquoise"
"1748","KIRREL1","purple"
"1749","KIRREL1-IT1","turquoise"
"1750","CD1D","magenta"
"1751","CD1A","turquoise"
"1752","CD1B","turquoise"
"1753","CD1C","magenta"
"1754","CD1E","grey"
"1755","OR10T2","turquoise"
"1756","OR10K2","turquoise"
"1757","OR10K1","turquoise"
"1758","OR10R2","turquoise"
"1759","OR6Y1","turquoise"
"1760","OR6P1","turquoise"
"1761","OR10X1","turquoise"
"1762","OR10Z1","turquoise"
"1763","SPTA1","turquoise"
"1764","OR6K2","turquoise"
"1765","OR6K3","turquoise"
"1766","OR6N1","turquoise"
"1767","OR6K6","turquoise"
"1768","OR6N2","turquoise"
"1769","MNDA","magenta"
"1770","PYHIN1","magenta"
"1771","IFI16","black"
"1772","AIM2","magenta"
"1773","CADM3","yellow"
"1774","CADM3-AS1","yellow"
"1775","ACKR1","yellow"
"1776","FCER1A","red"
"1777","OR10J3","turquoise"
"1778","OR10J1","turquoise"
"1779","OR10J5","turquoise"
"1780","APCS","turquoise"
"1781","CRP","turquoise"
"1782","DUSP23","red"
"1783","LOC105371464","grey"
"1784","FCRL6","magenta"
"1785","SLAMF8","grey"
"1786","SNHG28","grey"
"1787","VSIG8","brown"
"1788","LOC107985216","turquoise"
"1789","CFAP45","brown"
"1790","TAGLN2","green"
"1791","IGSF9","red"
"1792","SLAMF9","turquoise"
"1793","LINC01133","turquoise"
"1794","PIGM","yellow"
"1795","KCNJ10","grey"
"1796","KCNJ9","pink"
"1797","IGSF8","brown"
"1798","ATP1A2","yellow"
"1799","ATP1A4","turquoise"
"1800","CASQ1","turquoise"
"1801","LOC729867","blue"
"1802","PEA15","blue"
"1803","DCAF8","red"
"1804","DCAF8-DT","green"
"1805","PEX19","blue"
"1806","LOC107985219","green"
"1807","COPA","blue"
"1808","SUMO1P3","yellow"
"1809","NCSTN","blue"
"1810","NHLH1","turquoise"
"1811","LOC105371466","turquoise"
"1812","VANGL2","turquoise"
"1813","SLAMF6","magenta"
"1814","CD84","magenta"
"1815","SLAMF1","magenta"
"1816","CD48","magenta"
"1817","SLAMF7","magenta"
"1818","LY9","magenta"
"1819","CD244","magenta"
"1820","ITLN1","turquoise"
"1821","LOC101928372","turquoise"
"1822","ITLN2","turquoise"
"1823","F11R","red"
"1824","TSTD1","turquoise"
"1825","USF1","red"
"1826","ARHGAP30","magenta"
"1827","NECTIN4","red"
"1828","NECTIN4-AS1","grey"
"1829","KLHDC9","brown"
